,brand_name,best_price,os,memory_size,battery_size,sellers_amount,screen_size,model_names,model_specs
930,Apple,33505.0,iOS,256.0,3190.0,21,5.8,iPhone 11,Pro_256GB Sim
931,Apple,31724.0,iOS,256.0,3190.0,94,5.8,iPhone 11,Pro_256GB Green
932,Apple,36188.0,iOS,512.0,3190.0,39,5.8,iPhone 11,Pro_512GB Sim
933,Apple,34617.0,iOS,512.0,3190.0,76,5.8,iPhone 11,Pro_512GB Green
934,Apple,29614.0,iOS,64.0,3190.0,33,5.8,iPhone 11,Pro_64GB Sim
935,Apple,28735.0,iOS,64.0,3190.0,78,5.8,iPhone 11,Pro_64GB Gray
936,Apple,38918.0,iOS,256.0,3969.0,16,6.5,iPhone 11,Pro_Max Dual
937,Apple,35280.0,iOS,256.0,3969.0,82,6.5,iPhone 11,Pro_Max Midnight
938,Apple,42968.0,iOS,512.0,3969.0,34,6.5,iPhone 11,Pro_Max Dual
939,Apple,38447.0,iOS,512.0,3969.0,73,6.5,iPhone 11,Pro_Max Space
940,Apple,32583.0,iOS,64.0,3969.0,37,6.5,iPhone 11,Pro_Max Dual
941,Apple,32583.0,iOS,64.0,3969.0,37,6.5,iPhone 11,Pro_Max Dual
942,Apple,32053.0,iOS,64.0,3969.0,75,6.5,iPhone 11,Pro_Max Space
943,Apple,28735.0,iOS,128.0,2815.0,125,6.1,iPhone 12,Pro_Max Dual
944,Apple,29168.0,iOS,128.0,2815.0,32,6.1,iPhone 12,128GB_Dual Black
945,Apple,31795.0,iOS,256.0,2815.0,93,6.1,iPhone 12,Pro_Max Dual
946,Apple,33660.0,iOS,256.0,2815.0,22,6.1,iPhone 12,256GB_Dual Black
947,Apple,26840.0,iOS,64.0,2815.0,117,6.1,iPhone 12,Pro_Max Dual
948,Apple,25792.0,iOS,64.0,2815.0,40,6.1,iPhone 12,64GB_Dual (PRODUCT)RED
949,Apple,35507.0,iOS,128.0,2815.0,37,6.1,iPhone 12,Pro_128GB Sim
950,Apple,33992.0,iOS,128.0,2815.0,101,6.1,iPhone 12,Pro_128GB Blue
951,Apple,38912.0,iOS,256.0,2815.0,38,6.1,iPhone 12,Pro_256GB Sim
952,Apple,37068.0,iOS,256.0,2815.0,94,6.1,iPhone 12,Pro_256GB Blue
953,Apple,46503.0,iOS,512.0,2815.0,29,6.1,iPhone 12,Pro_512GB Sim
954,Apple,44716.0,iOS,512.0,2815.0,82,6.1,iPhone 12,Pro_512GB Blue
955,Apple,37574.0,iOS,128.0,3687.0,38,6.7,iPhone 12,Pro_Max Dual
956,Apple,37455.0,iOS,128.0,3687.0,115,6.7,iPhone 12,Pro_Max Graphite
957,Apple,41729.0,iOS,256.0,3687.0,30,6.7,iPhone 12,Pro_Max Dual
958,Apple,40910.0,iOS,256.0,3687.0,120,6.7,iPhone 12,Pro_Max Pacific
959,Apple,49242.0,iOS,512.0,3687.0,33,6.7,iPhone 12,Pro_Max Dual
960,Apple,46325.0,iOS,512.0,3687.0,92,6.7,iPhone 12,Pro_Max Pacific
961,Apple,25687.0,iOS,128.0,2227.0,111,5.4,iPhone 12,mini_128GB (MGE33)
962,Apple,31369.0,iOS,256.0,2227.0,81,5.4,iPhone 12,mini_256GB (MGE93)
963,Apple,23939.0,iOS,64.0,2227.0,112,5.4,iPhone 12,mini_64GB (MGDX3)
964,Apple,3000.0,iOS,32.0,1510.0,1,4.0,iPhone 5C,Pro_Max Dual
965,Apple,2445.0,iOS,8.0,1510.0,1,4.0,iPhone 5C,Pro_Max Dual
966,Apple,4691.0,iOS,16.0,1570.0,6,4.0,iPhone 5S,16GB_Space (ME432)
967,Apple,3704.0,iOS,32.0,1570.0,3,4.0,iPhone 5S,Pro_Max Dual
968,Apple,5250.0,iOS,128.0,1810.0,1,4.7,iPhone 6,Pro_Max Dual
969,Apple,4266.0,iOS,16.0,1810.0,3,4.7,iPhone 6,16GB_Space (MG472)
970,Apple,6988.0,iOS,32.0,1810.0,5,4.7,iPhone 6,32GB_Space (MQ3D2)
971,Apple,4623.0,iOS,64.0,1810.0,4,4.7,iPhone 6,64GB_Space (MG4F2)
972,Apple,6400.0,iOS,128.0,2915.0,1,5.5,iPhone 6,Plus_128GB Gray)
973,Apple,5242.0,iOS,16.0,2915.0,3,5.5,iPhone 6,Pro_Max Dual
974,Apple,5889.0,iOS,64.0,2915.0,2,5.5,iPhone 6,Plus_64GB Gray
975,Apple,6876.0,iOS,128.0,1715.0,3,4.7,iPhone 6s,128GB_Space (MKQT2)
976,Apple,6876.0,iOS,128.0,1715.0,3,4.7,iPhone 6s,128GB_Space (MKQT2)
977,Apple,5181.0,iOS,16.0,1715.0,4,4.7,iPhone 6s,16GB_Space (MKQJ2)
978,Apple,5917.0,iOS,32.0,1715.0,7,4.7,iPhone 6s,32GB_Space (MN0W2)
979,Apple,9057.0,iOS,64.0,1715.0,9,4.7,iPhone 6s,64GB_Space (MKQN2)
980,Apple,6500.0,iOS,16.0,2915.0,1,5.5,iPhone 6s,Plus_16GB Gray
981,Apple,9422.0,iOS,32.0,2915.0,8,5.5,iPhone 6s,Plus_32GB Gray
982,Apple,7074.0,iOS,64.0,2915.0,4,5.5,iPhone 6s,Plus_64GB Gray
983,Apple,11829.0,iOS,128.0,1960.0,21,4.7,iPhone 7,128GB_Jet (MN962)
984,Apple,12446.0,iOS,256.0,1960.0,10,4.7,iPhone 7,Pro_Max Dual
985,Apple,12446.0,iOS,256.0,1960.0,10,4.7,iPhone 7,Pro_Max Dual
986,Apple,9571.0,iOS,32.0,1960.0,37,4.7,iPhone 7,Pro_Max Dual
987,Apple,14468.0,iOS,128.0,2900.0,42,5.5,iPhone 7,Plus_128GB (MN4M2)
988,Apple,16392.0,iOS,256.0,2900.0,12,5.5,iPhone 7,Plus_256GB Gold
989,Apple,12412.0,iOS,32.0,2900.0,31,5.5,iPhone 7,Plus_32GB (MNQM2)
990,Apple,12412.0,iOS,32.0,2900.0,31,5.5,iPhone 7,Plus_32GB (MNQM2)
991,Apple,13575.0,iOS,128.0,3608.201812191104,40,4.7,iPhone 8,Pro_Max Dual
992,Apple,14817.0,iOS,256.0,3608.201812191104,31,4.7,iPhone 8,256GB_Space (MQ7F2)
993,Apple,11745.0,iOS,64.0,3608.201812191104,48,4.7,iPhone 8,64GB_Space (MQ6G2)
994,Apple,18509.0,iOS,128.0,3608.201812191104,30,5.5,iPhone 8,Plus_128GB (MX262)
995,Apple,19043.0,iOS,256.0,3608.201812191104,40,5.5,iPhone 8,Plus_256GB Gray
996,Apple,15605.0,iOS,64.0,3608.201812191104,46,5.5,iPhone 8,Plus_64GB Gray
997,Apple,10260.0,iOS,128.0,1624.0,3,4.0,iPhone SE,128GB_Space (MP862)
998,Apple,6240.0,iOS,16.0,1624.0,3,4.0,iPhone SE,16GB_Space (MLLN2)
999,Apple,15533.0,iOS,128.0,1828.0,97,4.7,iPhone SE,2020_128GB (MXD02/MXCW2)
1000,Apple,15937.0,iOS,128.0,1828.0,29,4.7,iPhone SE,2020_128GB Box
1001,Apple,17076.0,iOS,256.0,1828.0,67,4.7,iPhone SE,2020_256GB (MXVT2/MXVP2)
1002,Apple,16104.0,iOS,256.0,1828.0,15,4.7,iPhone SE,2020_256GB Box
1003,Apple,13806.0,iOS,64.0,1828.0,105,4.7,iPhone SE,2020_64GB (MX9R2/MX9N2)
1004,Apple,14142.0,iOS,64.0,1828.0,27,4.7,iPhone SE,2020_64GB Box
1005,Apple,7991.0,iOS,32.0,1624.0,11,4.0,iPhone SE,32GB_Space (MP822)
1006,Apple,7328.0,iOS,64.0,1624.0,3,4.0,iPhone SE,64GB_Space (MLM62)
1007,Apple,7328.0,iOS,64.0,1624.0,3,4.0,iPhone SE,64GB_Space (MLM62)
1008,Apple,18713.0,iOS,256.0,2716.0,43,5.8,iPhone X,Pro_Max Dual
1009,Apple,14185.0,iOS,64.0,2716.0,25,5.8,iPhone X,64GB_Space (MQAC2)
1010,Apple,19050.0,iOS,128.0,2942.0,102,6.1,iPhone XR,Pro_Max Dual
1011,Apple,19810.0,iOS,128.0,2942.0,27,6.1,iPhone XR,128GB_Slim Black
1012,Apple,21688.0,iOS,256.0,2942.0,41,6.1,iPhone XR,Pro_Max Dual
1013,Apple,16938.0,iOS,64.0,2942.0,125,6.1,iPhone XR,Pro_Max Dual
1014,Apple,17977.0,iOS,64.0,2942.0,24,6.1,iPhone XR,64GB_Slim Black
1015,Apple,22520.0,iOS,128.0,2942.0,15,6.1,iPhone XR,Dual_Sim Black
1016,Apple,20143.0,iOS,64.0,2942.0,26,6.1,iPhone XR,Dual_Sim Black
1017,Apple,21463.0,iOS,256.0,2568.0,68,5.8,iPhone XS,Pro_Max Dual
1018,Apple,22842.0,iOS,512.0,2568.0,62,5.8,iPhone XS,Pro_Max Dual
1019,Apple,19790.0,iOS,64.0,2568.0,53,5.8,iPhone XS,64GB_Space (MT9E2)
1020,Apple,24184.0,iOS,256.0,3174.0,37,6.5,iPhone XS,Max_256GB (MT552)
1021,Apple,27190.0,iOS,512.0,3174.0,47,6.5,iPhone XS,Max_512GB Gray
1022,Apple,22685.0,iOS,64.0,3174.0,61,6.5,iPhone XS,Max_64GB (MT522)
1023,Apple,24600.0,iOS,64.0,3174.0,28,6.5,iPhone XS,Max_Dual 64GB
1024,HUAWEI,8804.0,Android,128.0,3750.0,18,6.26,nova 5T,Pro_Max Dual
1025,ZTE,18755.0,Android,128.0,4500.0,2,6.65,nubia Red,Magic_5G Black
